Model,Best_Params,Best_CV_Score,Training_Time
Random_Forest,"{'class_weight': 'balanced', 'max_depth': 3, 'max_features': 'sqrt', 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'min_samples_split': 20, 'n_estimators': 50}",0.879115727548488,149.23699021339417
Logistic_Regression,"{'C': 1.0, 'class_weight': 'balanced', 'l1_ratio': 0.3, 'max_iter': 2000, 'penalty': 'l1', 'solver': 'saga'}",0.8737138830162087,2.4446120262145996
